sale_id,product_id,customer_id,location_id,order_date,quantity,unit_price,total_amount,discount_applied,payment_method,delivery_status
SALE00592,B099SD8PRP,CUST0076,LOC020,7/5/2023,5,579,2316,20,Card,Delivered
SALE00593,B0814LP6S9,CUST0250,LOC001,7/6/2023,2,351,666.9,5,Card,Delivered
SALE00594,B094G9L9LT,CUST0265,LOC013,7/6/2023,5,999,4245.75,15,NetBanking,Delivered
SALE00595,B07PLHTTB4,CUST0473,LOC009,7/6/2023,2,100,190,5,COD,Delivered
SALE00596,B09CGLY5CX,CUST0137,LOC016,7/7/2023,4,1959,6660.6,15,Card,Delivered
SALE00597,B08KDBLMQP,CUST0351,LOC013,7/7/2023,3,1290,3483,10,Card,Delivered
SALE00598,B06XSK3XL6,CUST0317,LOC006,7/7/2023,5,571,2712.25,5,COD,Delivered
SALE00599,B07V82W5CN,CUST0320,LOC016,7/8/2023,2,1349,2428.2,10,COD,Delivered
SALE00600,B07VSG5SXZ,CUST0302,LOC017,7/8/2023,1,637,509.6,20,COD,Delivered
SALE00601,B08SMJT55F,CUST0126,LOC008,7/8/2023,5,1199,5095.75,15,Card,Delivered
SALE00602,B0B1NX6JTN,CUST0261,LOC020,7/8/2023,4,1599,5756.4,10,Card,Delivered
SALE00603,B09J2QCKKM,CUST0157,LOC001,7/9/2023,5,1499,7495,0,Card,Delivered
SALE00604,B00NH11PEY,CUST0404,LOC017,7/9/2023,2,199,398,0,NetBanking,Delivered
SALE00605,B082KVTRW8,CUST0311,LOC003,7/9/2023,3,1199,2877.6,20,COD,Delivered
SALE00606,B01GGKZ0V6,CUST0172,LOC012,7/10/2023,2,329,625.1,5,UPI,Delivered
SALE00607,B07YSJ7FF1,CUST0043,LOC002,7/10/2023,4,645,2580,0,UPI,Pending
SALE00608,B07WKBD37W,CUST0393,LOC011,7/10/2023,2,425,680,20,UPI,Delivered
SALE00609,B00KXULGJQ,CUST0072,LOC014,7/11/2023,4,1889,7178.2,5,COD,Delivered
SALE00610,B01D5H90L4,CUST0286,LOC007,7/11/2023,5,299,1495,0,UPI,Pending
SALE00611,B07CRL2GY6,CUST0003,LOC015,7/11/2023,3,299,717.6,20,UPI,Delivered
SALE00612,B08VB2CMR3,CUST0496,LOC014,7/12/2023,3,15490,44146.5,5,NetBanking,Delivered
SALE00613,B097R4D42G,CUST0420,LOC017,7/12/2023,1,4999,3999.2,20,COD,Delivered
SALE00614,B09SGGRKV8,CUST0429,LOC012,7/12/2023,1,199,169.15,15,Card,Returned
SALE00615,B088GXTJM3,CUST0431,LOC018,7/13/2023,3,699,1782.45,15,COD,Delivered
SALE00616,B00ZYLMQH0,CUST0134,LOC004,7/13/2023,5,549,2745,0,COD,Delivered
SALE00617,B01N4EV2TL,CUST0426,LOC020,7/13/2023,3,1495,3588,20,COD,Delivered
SALE00618,B08444S68L,CUST0136,LOC010,7/14/2023,1,12490,11865.5,5,UPI,Delivered
SALE00619,B08XNL93PL,CUST0102,LOC008,7/14/2023,3,1399,3987.15,5,Card,Delivered
SALE00620,B0B9RZ4G4W,CUST0413,LOC001,7/14/2023,5,799,3595.5,10,NetBanking,Pending
SALE00621,B07VX71FZP,CUST0266,LOC005,7/14/2023,2,1199,2158.2,10,Card,Delivered
SALE00622,B0BLV1GNLN,CUST0031,LOC004,7/15/2023,1,6490,6490,0,NetBanking,Returned
SALE00623,B078V8R9BS,CUST0162,LOC010,7/15/2023,2,749,1198.4,20,UPI,Returned
SALE00624,B0756CLQWL,CUST0226,LOC018,7/15/2023,4,1699,6796,0,Card,Delivered
SALE00625,B0BL11S5QK,CUST0287,LOC007,7/16/2023,4,1601,5443.4,15,UPI,Delivered
SALE00626,B01LONQBDG,CUST0472,LOC008,7/16/2023,3,349,889.95,15,NetBanking,Delivered
SALE00627,B01M5F614J,CUST0077,LOC006,7/16/2023,5,6549,29470.5,10,Card,Pending
SALE00628,B07W6VWZ8C,CUST0191,LOC010,7/17/2023,5,899,4270.25,5,Card,Delivered
SALE00629,B09VKWGZD7,CUST0260,LOC006,7/17/2023,2,4789,7662.4,20,Card,Delivered
SALE00630,B09P18XVW6,CUST0262,LOC019,7/17/2023,4,2499,8996.4,10,COD,Delivered
SALE00631,B0B9BXKBC7,CUST0468,LOC013,7/18/2023,5,1799,8545.25,5,COD,Delivered
SALE00632,B07WG8PDCW,CUST0120,LOC015,7/18/2023,1,349,314.1,10,Card,Delivered
SALE00633,B08R69WBN7,CUST0201,LOC011,7/18/2023,2,149,253.3,15,Card,Delivered
SALE00634,B09CMP1SC8,CUST0115,LOC013,7/19/2023,3,199,597,0,Card,Delivered
SALE00635,B07SY4C3TD,CUST0044,LOC007,7/19/2023,3,596,1519.8,15,NetBanking,Returned
SALE00636,B09GB5B4BK,CUST0355,LOC008,7/19/2023,4,599,2036.6,15,NetBanking,Delivered
SALE00637,B0B3TBY2YX,CUST0126,LOC016,7/19/2023,1,1260,1260,0,UPI,Delivered
SALE00638,B0819ZZK5K,CUST0026,LOC014,7/20/2023,5,1109,5267.75,5,NetBanking,Delivered
SALE00639,B0B5B6PQCT,CUST0367,LOC009,7/20/2023,2,1999,3198.4,20,COD,Delivered
SALE00640,B0B1NX6JTN,CUST0236,LOC016,7/20/2023,1,1599,1359.15,15,UPI,Delivered
SALE00641,B08VJFYH6N,CUST0346,LOC004,7/21/2023,3,948,2844,0,COD,Returned
SALE00642,B07Q4NJQC5,CUST0032,LOC008,7/21/2023,2,295,560.5,5,COD,Delivered
SALE00643,B0B5F3YZY4,CUST0486,LOC006,7/21/2023,4,449,1706.2,5,NetBanking,Delivered
SALE00644,B07PLHTTB4,CUST0314,LOC014,7/22/2023,1,100,80,20,UPI,Delivered
SALE00645,B07N8RQ6W7,CUST0398,LOC017,7/22/2023,4,134,455.6,15,Card,Delivered
SALE00646,B09ZTZ9N3Q,CUST0331,LOC015,7/22/2023,2,1049,1783.3,15,NetBanking,Delivered
SALE00647,B00NH13Q8W,CUST0057,LOC019,7/23/2023,5,299,1196,20,Card,Delivered
SALE00648,B092R48XXB,CUST0316,LOC013,7/23/2023,4,18999,75996,0,NetBanking,Delivered
SALE00649,B08FYB5HHK,CUST0015,LOC004,7/23/2023,3,1199,3237.3,10,UPI,Delivered
SALE00650,B0B466C3G4,CUST0467,LOC018,7/24/2023,4,8990,30566,15,UPI,Pending
SALE00651,B09JS94MBV,CUST0381,LOC019,7/24/2023,1,1399,1119.2,20,UPI,Delivered
SALE00652,B08TT63N58,CUST0498,LOC020,7/24/2023,2,499,798.4,20,COD,Delivered
SALE00653,B09MQSCJQ1,CUST0212,LOC020,7/25/2023,3,2299,6552.15,5,NetBanking,Pending
SALE00654,B0BJ966M5K,CUST0041,LOC013,7/25/2023,4,4999,19996,0,NetBanking,Returned
SALE00655,B09MM6P76N,CUST0214,LOC010,7/25/2023,3,349,994.65,5,UPI,Delivered
SALE00656,B01M6453MB,CUST0059,LOC017,7/25/2023,4,2280,8208,10,UPI,Delivered
SALE00657,B0789LZTCJ,CUST0233,LOC018,7/26/2023,3,299,762.45,15,Card,Delivered
SALE00658,B0BBVKRP7B,CUST0038,LOC001,7/26/2023,4,281,1124,0,COD,Delivered
SALE00659,B08GM5S4CQ,CUST0435,LOC012,7/26/2023,3,6990,16776,20,COD,Delivered
SALE00660,B097XJQZ8H,CUST0025,LOC007,7/27/2023,4,2464,8870.4,10,UPI,Delivered
SALE00661,B07HK53XM4,CUST0179,LOC019,7/27/2023,5,279,1325.25,5,COD,Delivered
SALE00662,B09JFR8H3Q,CUST0457,LOC010,7/27/2023,3,215,580.5,10,Card,Delivered
SALE00663,B01J1CFO5I,CUST0466,LOC002,7/28/2023,4,299,1196,0,COD,Delivered
SALE00664,B07LFWP97N,CUST0026,LOC011,7/28/2023,1,269,228.65,15,NetBanking,Returned
SALE00665,B07QHHCB27,CUST0106,LOC017,7/28/2023,4,1499,4796.8,20,NetBanking,Delivered
SALE00666,B07DJ5KYDZ,CUST0449,LOC018,7/29/2023,4,1249,4996,0,COD,Delivered
SALE00667,B009P2L7CO,CUST0201,LOC017,7/29/2023,1,1099,879.2,20,COD,Delivered
SALE00668,B00CEQEGPI,CUST0021,LOC013,7/29/2023,3,1345,3631.5,10,NetBanking,Delivered
SALE00669,B07DJLFMPS,CUST0268,LOC004,7/30/2023,2,369,664.2,10,COD,Delivered
SALE00670,B08K36NZSV,CUST0248,LOC011,7/30/2023,2,499,948.1,5,NetBanking,Delivered
SALE00671,B08ZJDWTJ1,CUST0360,LOC019,7/30/2023,3,4098,9835.2,20,UPI,Returned
SALE00672,B073BRXPZX,CUST0215,LOC017,7/30/2023,4,289,924.8,20,COD,Delivered
SALE00673,B0148NPH9I,CUST0445,LOC005,7/31/2023,5,2640,11880,10,UPI,Delivered
SALE00674,B09N3ZNHTY,CUST0037,LOC012,7/31/2023,3,1499,3822.45,15,COD,Delivered
SALE00675,B09G5TSGXV,CUST0128,LOC006,7/31/2023,2,254,482.6,5,UPI,Delivered
SALE00676,B07TCN5VR9,CUST0057,LOC017,8/1/2023,3,329,987,0,UPI,Delivered
SALE00677,B07FL3WRX5,CUST0251,LOC009,8/1/2023,1,3299,2639.2,20,Card,Delivered
SALE00678,B09MQSCJQ1,CUST0230,LOC007,8/1/2023,1,2299,1954.15,15,Card,Returned
SALE00679,B0BBW521YC,CUST0246,LOC004,8/2/2023,1,99,84.15,15,COD,Delivered
SALE00680,B01EZ0X3L8,CUST0093,LOC006,8/2/2023,1,729,619.65,15,NetBanking,Delivered
SALE00681,B0BHYLCL19,CUST0253,LOC005,8/2/2023,2,193,328.1,15,COD,Delivered
SALE00682,B0B59K1C8F,CUST0093,LOC009,8/3/2023,4,179,608.6,15,COD,Delivered
SALE00683,B002SZEOLG,CUST0289,LOC014,8/3/2023,2,749,1498,0,UPI,Delivered
SALE00684,B082T6GVG9,CUST0217,LOC004,8/3/2023,3,689,1653.6,20,Card,Delivered
SALE00685,B0B4F52B5X,CUST0036,LOC012,8/4/2023,1,10999,10449.05,5,COD,Delivered
SALE00686,B0846D5CBP,CUST0173,LOC010,8/4/2023,5,1295,5827.5,10,COD,Delivered
SALE00687,B0B1NX6JTN,CUST0116,LOC005,8/4/2023,2,1599,2878.2,10,COD,Delivered
SALE00688,B08CZHGHKH,CUST0032,LOC016,8/5/2023,1,499,424.15,15,COD,Returned
SALE00689,B09YLX91QR,CUST0203,LOC012,8/5/2023,4,179,644.4,10,NetBanking,Delivered
SALE00690,B0083T231O,CUST0262,LOC006,8/5/2023,3,1289,3286.95,15,Card,Delivered
SALE00691,B0814P4L98,CUST0346,LOC004,8/5/2023,4,351,1404,0,UPI,Delivered
SALE00692,B0BP89YBC1,CUST0072,LOC002,8/6/2023,2,1499,2998,0,NetBanking,Delivered
SALE00693,B08CDKQ8T6,CUST0141,LOC003,8/6/2023,2,154,246.4,20,NetBanking,Returned
SALE00694,B085194JFL,CUST0197,LOC013,8/6/2023,5,279,1116,20,Card,Delivered
SALE00695,B07S7DCJKS,CUST0368,LOC004,8/7/2023,4,199,676.6,15,NetBanking,Delivered
SALE00696,B0B8CHJLWJ,CUST0236,LOC019,8/7/2023,4,299,1076.4,10,UPI,Delivered
SALE00697,B00E3DVQFS,CUST0229,LOC017,8/7/2023,4,879,2812.8,20,UPI,Returned
SALE00698,B07G147SZD,CUST0071,LOC019,8/8/2023,3,2699,7287.3,10,COD,Delivered
SALE00699,B07Y9PY6Y1,CUST0359,LOC016,8/8/2023,2,6525,12397.5,5,UPI,Returned
SALE00700,B097R4D42G,CUST0032,LOC018,8/8/2023,1,4999,4999,0,Card,Delivered
SALE00701,B08QSC1XY8,CUST0359,LOC001,8/9/2023,5,389,1653.25,15,COD,Delivered
SALE00702,B00KRCBA6E,CUST0474,LOC012,8/9/2023,1,2499,2249.1,10,NetBanking,Delivered
SALE00703,B08R69VDHT,CUST0347,LOC018,8/9/2023,3,115,327.75,5,UPI,Delivered
SALE00704,B08PZ6HZLT,CUST0178,LOC018,8/10/2023,4,8999,28796.8,20,NetBanking,Delivered
SALE00705,B085CZ3SR1,CUST0207,LOC009,8/10/2023,4,499,1696.6,15,NetBanking,Delivered
SALE00706,B08RDWBYCQ,CUST0098,LOC002,8/10/2023,3,549,1317.6,20,COD,Delivered
SALE00707,B09XTQFFCG,CUST0484,LOC005,8/10/2023,1,2669,2535.55,5,Card,Delivered
SALE00708,B07JNVF678,CUST0314,LOC007,8/11/2023,1,349,349,0,NetBanking,Returned
SALE00709,B09RZS1NQT,CUST0051,LOC010,8/11/2023,2,199,378.1,5,COD,Returned
SALE00710,B084BR3QX8,CUST0189,LOC011,8/11/2023,4,149,596,0,UPI,Delivered
SALE00711,B07P1BR7L8,CUST0368,LOC009,8/12/2023,1,8599,7739.1,10,COD,Delivered
SALE00712,B09J2SCVQT,CUST0482,LOC002,8/12/2023,5,1969,9352.75,5,Card,Delivered
SALE00713,B08JQN8DGZ,CUST0412,LOC010,8/12/2023,1,1299,1299,0,COD,Delivered
SALE00714,B081FJWN52,CUST0235,LOC003,8/13/2023,4,339,1356,0,UPI,Delivered
SALE00715,B09NKZXMWJ,CUST0264,LOC013,8/13/2023,5,139,590.75,15,COD,Delivered
SALE00716,B09BNXQ6BR,CUST0478,LOC002,8/13/2023,3,2799,7557.3,10,COD,Delivered
SALE00717,B07VZYMQNZ,CUST0295,LOC017,8/14/2023,2,1180,1888,20,NetBanking,Delivered
SALE00718,B01GGKYKQM,CUST0347,LOC020,8/14/2023,2,219,350.4,20,NetBanking,Delivered
SALE00719,B09T37CKQ5,CUST0055,LOC018,8/14/2023,1,239,203.15,15,Card,Delivered
SALE00720,B0BCVJ3PVP,CUST0335,LOC002,8/15/2023,4,499,1796.4,10,UPI,Delivered
SALE00721,B0B3MWYCHQ,CUST0033,LOC007,8/15/2023,5,2999,11996,20,NetBanking,Delivered
SALE00722,B09YV4MW2T,CUST0087,LOC017,8/15/2023,3,2199,5937.3,10,UPI,Delivered
SALE00723,B09YL9SN9B,CUST0329,LOC013,8/16/2023,3,15990,47970,0,UPI,Delivered
SALE00724,B00S2SEV7K,CUST0483,LOC009,8/16/2023,3,90,256.5,5,NetBanking,Delivered
SALE00725,B09NNZ1GF7,CUST0025,LOC014,8/16/2023,3,445,1335,0,Card,Delivered
SALE00726,B00AXHBBXU,CUST0479,LOC005,8/16/2023,2,522,939.6,10,COD,Delivered
SALE00727,B0B8ZKWGKD,CUST0391,LOC001,8/17/2023,2,893,1428.8,20,COD,Delivered
SALE00728,B08JD36C6H,CUST0190,LOC007,8/17/2023,4,349,1186.6,15,NetBanking,Delivered
SALE00729,B088Z1YWBC,CUST0296,LOC006,8/17/2023,1,9490,9490,0,Card,Delivered
SALE00730,B07SRM58TP,CUST0158,LOC019,8/18/2023,5,1665,7908.75,5,Card,Returned
SALE00731,B07WKBD37W,CUST0360,LOC008,8/18/2023,1,425,382.5,10,NetBanking,Delivered
SALE00732,B01J1CFO5I,CUST0009,LOC015,8/18/2023,3,299,807.3,10,COD,Delivered
SALE00733,B07FXLC2G2,CUST0049,LOC013,8/19/2023,3,698,1675.2,20,COD,Delivered
SALE00734,B07924P3C5,CUST0452,LOC012,8/19/2023,5,299,1196,20,Card,Delivered
SALE00735,B07LGT55SJ,CUST0289,LOC006,8/19/2023,5,399,1695.75,15,COD,Delivered
SALE00736,B08TV2P1N8,CUST0272,LOC009,8/20/2023,1,1399,1329.05,5,Card,Delivered
SALE00737,B0756K5DYZ,CUST0141,LOC019,8/20/2023,4,3249,12996,0,Card,Delivered
SALE00738,B09C6H53KH,CUST0459,LOC020,8/20/2023,4,368,1324.8,10,COD,Delivered
SALE00739,B07T9FV9YP,CUST0456,LOC015,8/21/2023,5,749,2996,20,COD,Delivered
SALE00740,B07SYYVP69,CUST0328,LOC013,8/21/2023,4,809,3074.2,5,COD,Delivered
SALE00741,B083342NKJ,CUST0484,LOC013,8/21/2023,1,349,331.55,5,NetBanking,Delivered
SALE00742,B092BL5DCX,CUST0141,LOC001,8/21/2023,3,45999,124197.3,10,UPI,Delivered
SALE00743,B0BNDD9TN6,CUST0058,LOC002,8/22/2023,1,13990,12591,10,UPI,Returned
SALE00744,B0BP89YBC1,CUST0087,LOC012,8/22/2023,5,1499,7120.25,5,NetBanking,Delivered
SALE00745,B09G2VTHQM,CUST0324,LOC012,8/22/2023,4,587,2113.2,10,Card,Delivered
SALE00746,B085DTN6R2,CUST0220,LOC005,8/23/2023,5,350,1750,0,COD,Delivered
SALE00747,B08B6XWQ1C,CUST0317,LOC020,8/23/2023,3,349,994.65,5,NetBanking,Delivered
SALE00748,B0BNDGL26T,CUST0291,LOC001,8/23/2023,5,499,2120.75,15,NetBanking,Delivered
SALE00749,B09T3KB6JZ,CUST0135,LOC009,8/24/2023,3,18990,54121.5,5,COD,Pending
SALE00750,B08QSC1XY8,CUST0190,LOC011,8/24/2023,3,389,1167,0,NetBanking,Delivered
SALE00751,B0B244R4KB,CUST0007,LOC013,8/24/2023,4,999,3596.4,10,COD,Delivered
SALE00752,B09QS9CWLV,CUST0443,LOC004,8/25/2023,3,12999,31197.6,20,UPI,Delivered
SALE00753,B0B2DJ5RVQ,CUST0426,LOC014,8/25/2023,2,689,1240.2,10,Card,Delivered
SALE00754,B08CF3B7N1,CUST0166,LOC010,8/25/2023,2,154,292.6,5,Card,Delivered
SALE00755,B094JB13XL,CUST0192,LOC005,8/26/2023,5,2499,9996,20,Card,Delivered
SALE00756,B00HZIOGXW,CUST0265,LOC006,8/26/2023,3,610,1647,10,UPI,Delivered
SALE00757,B0B4T6MR8N,CUST0129,LOC011,8/26/2023,3,89,240.3,10,UPI,Delivered
SALE00758,B0BNVBJW2S,CUST0106,LOC006,8/27/2023,1,2499,2499,0,COD,Pending
SALE00759,B0BDYVC5TD,CUST0401,LOC001,8/27/2023,4,959,3836,0,COD,Delivered
SALE00760,B09Z28BQZT,CUST0233,LOC009,8/27/2023,1,599,569.05,5,COD,Delivered
SALE00761,B09QGZFBPM,CUST0339,LOC006,8/27/2023,2,399,678.3,15,UPI,Pending
SALE00762,B08CF3D7QR,CUST0303,LOC015,8/28/2023,4,154,492.8,20,UPI,Delivered
SALE00763,B00BN5SNF0,CUST0403,LOC007,8/28/2023,1,250,237.5,5,Card,Delivered
SALE00764,B082T6GVLJ,CUST0323,LOC014,8/28/2023,2,849,1358.4,20,NetBanking,Delivered
SALE00765,B08HQL67D6,CUST0416,LOC002,8/29/2023,5,599,2396,20,Card,Delivered
SALE00766,B09YLFHFDW,CUST0092,LOC015,8/29/2023,5,1599,6795.75,15,Card,Returned
SALE00767,B0B5LVS732,CUST0437,LOC009,8/29/2023,1,1898,1803.1,5,NetBanking,Returned
SALE00768,B09F6D21BY,CUST0065,LOC010,8/30/2023,4,790,3160,0,NetBanking,Delivered
SALE00769,B0B4T6MR8N,CUST0381,LOC009,8/30/2023,5,89,400.5,10,COD,Delivered
SALE00770,B08HV83HL3,CUST0179,LOC010,8/30/2023,5,2049,9732.75,5,Card,Delivered
SALE00771,B07GVGTSLN,CUST0275,LOC003,8/31/2023,2,325,650,0,NetBanking,Delivered
SALE00772,B09CKSYBLR,CUST0184,LOC016,8/31/2023,5,999,3996,20,COD,Delivered
SALE00773,B0BC8BQ432,CUST0007,LOC007,8/31/2023,3,54990,164970,0,COD,Delivered
SALE00774,B0BHYJ8CVF,CUST0019,LOC006,9/1/2023,3,1149,3102.3,10,UPI,Delivered
SALE00775,B09F9YQQ7B,CUST0420,LOC015,9/1/2023,2,13999,23798.3,15,NetBanking,Delivered
SALE00776,B09C635BMM,CUST0149,LOC001,9/1/2023,4,349,1256.4,10,COD,Delivered
SALE00777,B09YLXYP7Y,CUST0484,LOC005,9/2/2023,4,179,644.4,10,NetBanking,Delivered
SALE00778,B09Q5P2MT3,CUST0421,LOC004,9/2/2023,4,24999,94996.2,5,NetBanking,Delivered
SALE00779,B09FHHTL8L,CUST0443,LOC015,9/2/2023,1,85,85,0,NetBanking,Delivered
SALE00780,B09QS9CWLV,CUST0216,LOC019,9/2/2023,2,12999,24698.1,5,NetBanking,Delivered
SALE00781,B09C6H53KH,CUST0366,LOC010,9/3/2023,4,368,1398.4,5,UPI,Delivered
SALE00782,B08WLY8V9S,CUST0401,LOC015,9/3/2023,1,425,403.75,5,NetBanking,Delivered
SALE00783,B07GVGTSLN,CUST0385,LOC005,9/3/2023,3,325,877.5,10,NetBanking,Delivered
SALE00784,B07NCKMXVZ,CUST0014,LOC016,9/4/2023,3,455,1228.5,10,Card,Delivered
SALE00785,B08JMC1988,CUST0071,LOC010,9/4/2023,1,999,899.1,10,Card,Delivered
SALE00786,B07232M876,CUST0466,LOC010,9/4/2023,3,199,567.15,5,COD,Delivered
SALE00787,B012MQS060,CUST0481,LOC009,9/5/2023,1,1295,1100.75,15,NetBanking,Delivered
SALE00788,B09HS1NDRQ,CUST0032,LOC015,9/5/2023,5,390,1560,20,UPI,Delivered
SALE00789,B0B997FBZT,CUST0283,LOC018,9/5/2023,5,35999,152995.75,15,Card,Delivered
SALE00790,B07VZH6ZBB,CUST0081,LOC001,9/6/2023,2,7799,14818.1,5,UPI,Returned
SALE00791,B00H0B29DI,CUST0023,LOC018,9/6/2023,5,2199,9895.5,10,COD,Delivered
SALE00792,B09BCNQ9R2,CUST0287,LOC005,9/6/2023,4,139,472.6,15,NetBanking,Returned
SALE00793,B09DDCQFMT,CUST0109,LOC006,9/7/2023,5,1299,6170.25,5,Card,Delivered
SALE00794,B07XJWTYM2,CUST0115,LOC014,9/7/2023,1,1679,1511.1,10,NetBanking,Delivered
SALE00795,B09FPP3R1D,CUST0162,LOC014,9/7/2023,4,1624,6171.2,5,Card,Delivered
SALE00796,B00UGZWM2I,CUST0361,LOC009,9/7/2023,3,198,475.2,20,NetBanking,Delivered
SALE00797,B08TZD7FQN,CUST0362,LOC008,9/8/2023,5,299,1495,0,UPI,Delivered
SALE00798,B09YV4RG4D,CUST0093,LOC011,9/8/2023,1,1499,1424.05,5,Card,Delivered
SALE00799,B009P2LITG,CUST0355,LOC018,9/8/2023,4,2169,8242.2,5,Card,Delivered
SALE00800,B07JGDB5M1,CUST0106,LOC017,9/9/2023,3,449,1347,0,COD,Delivered
SALE00801,B071Z8M4KX,CUST0070,LOC003,9/9/2023,2,365,657,10,Card,Delivered
SALE00802,B07WHSJXLF,CUST0195,LOC014,9/9/2023,5,20999,89245.75,15,COD,Delivered
SALE00803,B088WCFPQF,CUST0068,LOC015,9/10/2023,1,1099,879.2,20,NetBanking,Returned
SALE00804,B078JF6X9B,CUST0443,LOC016,9/10/2023,2,3645,5832,20,COD,Delivered
SALE00805,B09N6TTHT6,CUST0088,LOC002,9/10/2023,1,89,80.1,10,COD,Returned
SALE00806,B08G8H8DPL,CUST0265,LOC005,9/11/2023,1,3249,2761.65,15,COD,Returned
SALE00807,B09PNKXSKF,CUST0492,LOC002,9/11/2023,3,1999,5997,0,UPI,Delivered
SALE00808,B08CF3B7N1,CUST0209,LOC002,9/11/2023,4,154,523.6,15,UPI,Delivered
SALE00809,B09LD3116F,CUST0448,LOC010,9/12/2023,2,2490,4731,5,COD,Delivered
SALE00810,B09C6H53KH,CUST0476,LOC015,9/12/2023,5,368,1656,10,COD,Delivered
SALE00811,B0BP7XLX48,CUST0440,LOC009,9/12/2023,3,399,1017.45,15,Card,Delivered
SALE00812,B0088TKTY2,CUST0027,LOC009,9/13/2023,4,649,2336.4,10,Card,Delivered
SALE00813,B07G3YNLJB,CUST0359,LOC015,9/13/2023,5,1815,8621.25,5,COD,Delivered
SALE00814,B07NRTCDS5,CUST0284,LOC005,9/13/2023,5,1199,4796,20,NetBanking,Delivered
SALE00815,B08TM71L54,CUST0028,LOC002,9/13/2023,4,3190,12760,0,NetBanking,Delivered
SALE00816,B0B8ZM9RVV,CUST0475,LOC002,9/14/2023,5,419,1676,20,NetBanking,Delivered
SALE00817,B09XB1R2F3,CUST0451,LOC007,9/14/2023,2,179,286.4,20,COD,Delivered
SALE00818,B09GYBZPHF,CUST0341,LOC011,9/14/2023,1,1149,1091.55,5,NetBanking,Delivered
SALE00819,B0117H7GZ6,CUST0491,LOC012,9/15/2023,2,249,423.3,15,COD,Delivered
SALE00820,B09RFB2SJQ,CUST0247,LOC003,9/15/2023,1,499,449.1,10,Card,Delivered
SALE00821,B08PFSZ7FH,CUST0471,LOC012,9/15/2023,2,299,538.2,10,NetBanking,Returned
SALE00822,B082T6V3DT,CUST0332,LOC018,9/16/2023,3,799,2277.15,5,COD,Delivered
SALE00823,B00LY1FN1K,CUST0422,LOC010,9/16/2023,1,200,170,15,NetBanking,Delivered
SALE00824,B0B3DV7S9B,CUST0424,LOC011,9/16/2023,4,209,668.8,20,COD,Delivered
SALE00825,B0BDRVFDKP,CUST0374,LOC010,9/17/2023,1,569,569,0,NetBanking,Delivered
SALE00826,B078JF6X9B,CUST0320,LOC013,9/17/2023,4,3645,11664,20,NetBanking,Delivered
SALE00827,B01KK0HU3Y,CUST0048,LOC001,9/17/2023,2,899,1438.4,20,UPI,Delivered
SALE00828,B0B2931FCV,CUST0277,LOC010,9/18/2023,5,999,3996,20,COD,Delivered
SALE00829,B07W6VWZ8C,CUST0176,LOC018,9/18/2023,4,899,3236.4,10,UPI,Delivered
SALE00830,B0B2DJDCPX,CUST0396,LOC010,9/18/2023,3,209,501.6,20,COD,Delivered
SALE00831,B09YV4MW2T,CUST0264,LOC005,9/18/2023,3,2199,6597,0,NetBanking,Delivered
SALE00832,B08YD264ZS,CUST0170,LOC002,9/19/2023,2,999,1998,0,COD,Delivered
SALE00833,B00AXHBBXU,CUST0009,LOC015,9/19/2023,1,522,443.7,15,NetBanking,Delivered
SALE00834,B09LHYZ3GJ,CUST0378,LOC017,9/19/2023,3,16999,48447.15,5,COD,Delivered
SALE00835,B00GGGOYEK,CUST0471,LOC003,9/20/2023,1,259,233.1,10,Card,Delivered
SALE00836,B07VX71FZP,CUST0111,LOC007,9/20/2023,1,1199,959.2,20,COD,Delivered
SALE00837,B09V12K8NT,CUST0175,LOC010,9/20/2023,3,1499,4497,0,Card,Delivered
SALE00838,B08WKCTFF3,CUST0139,LOC012,9/21/2023,1,899,809.1,10,UPI,Delivered
SALE00839,B08GJNM9N7,CUST0426,LOC012,9/21/2023,5,299,1270.75,15,Card,Delivered
SALE00840,B099S26HWG,CUST0043,LOC009,9/21/2023,1,300,285,5,Card,Pending
SALE00841,B078JF6X9B,CUST0005,LOC002,9/22/2023,1,3645,3280.5,10,COD,Delivered
SALE00842,B09TP5KBN7,CUST0329,LOC016,9/22/2023,4,199,796,0,UPI,Delivered
SALE00843,B0B2931FCV,CUST0115,LOC020,9/22/2023,4,999,3996,0,Card,Pending
SALE00844,B08YK7BBD2,CUST0437,LOC004,9/23/2023,2,429,686.4,20,UPI,Delivered
SALE00845,B0BBN56J5H,CUST0216,LOC018,9/23/2023,2,6499,12998,0,Card,Delivered
SALE00846,B09MFR93KS,CUST0150,LOC002,9/23/2023,3,3041.67,8668.76,5,NetBanking,Returned
SALE00847,B07WJV6P1R,CUST0208,LOC005,9/24/2023,2,15499,26348.3,15,UPI,Delivered
SALE00848,B09C6FML9B,CUST0361,LOC002,9/24/2023,3,320,912,5,UPI,Delivered
SALE00849,B0BMTZ4T1D,CUST0276,LOC010,9/24/2023,1,784,705.6,10,Card,Delivered
SALE00850,B0B53DS4TF,CUST0359,LOC001,9/24/2023,4,4995,16983,15,Card,Pending
SALE00851,B08GJNM9N7,CUST0301,LOC014,9/25/2023,5,299,1196,20,NetBanking,Delivered
SALE00852,B09T2S8X9C,CUST0178,LOC015,9/25/2023,2,22999,43698.1,5,Card,Returned
SALE00853,B0789LZTCJ,CUST0272,LOC013,9/25/2023,2,299,508.3,15,UPI,Delivered
